"","X","ID","Area","Site","Plot","Sample","date","Betterdate","ICP","concentration","month"
"3022",3022,153,"West","Transect","T9","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"3023",3023,153,"West","Transect","T9","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.64","july"
"3024",3024,153,"West","Transect","T9","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"3025",3025,154,"West","Transect","T10","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"3026",3026,154,"West","Transect","T10","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","9.35","july"
"3027",3027,154,"West","Transect","T10","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"3028",3028,154,"West","Transect","T10","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.33","july"
"3029",3029,154,"West","Transect","T10","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","1.42","july"
"3030",3030,154,"West","Transect","T10","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"3031",3031,154,"West","Transect","T10","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.61","july"
"3032",3032,154,"West","Transect","T10","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"3033",3033,155,"West","Transect","T11","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"3034",3034,155,"West","Transect","T11","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","9.25","july"
"3035",3035,155,"West","Transect","T11","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.07","july"
"3036",3036,155,"West","Transect","T11","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.48","july"
"3037",3037,155,"West","Transect","T11","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","1.19","july"
"3038",3038,155,"West","Transect","T11","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"3039",3039,155,"West","Transect","T11","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.50","july"
"3040",3040,155,"West","Transect","T11","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"3041",3041,156,"West","Transect","T12","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"3042",3042,156,"West","Transect","T12","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","38.80","july"
"3043",3043,156,"West","Transect","T12","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"3044",3044,156,"West","Transect","T12","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.42","july"
"3045",3045,156,"West","Transect","T12","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","5.55","july"
"3046",3046,156,"West","Transect","T12","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"3047",3047,156,"West","Transect","T12","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.90","july"
"3048",3048,156,"West","Transect","T12","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"3049",3049,157,"West","Transect","T13","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"3050",3050,157,"West","Transect","T13","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","36.22","july"
"3051",3051,157,"West","Transect","T13","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"3052",3052,157,"West","Transect","T13","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.36","july"
"3053",3053,157,"West","Transect","T13","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","5.53","july"
"3054",3054,157,"West","Transect","T13","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.14","july"
"3055",3055,157,"West","Transect","T13","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.95","july"
"3056",3056,157,"West","Transect","T13","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"3057",3057,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.22","august"
"3058",3058,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","11.01","august"
"3059",3059,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","0.26","august"
"3060",3060,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.62","august"
"3061",3061,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.33","august"
"3062",3062,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.03","august"
"3063",3063,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.95","august"
"3064",3064,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3065",3065,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.63","august"
"3066",3066,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","4.94","august"
"3067",3067,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","0.78","august"
"3068",3068,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.71","august"
"3069",3069,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","0.87","august"
"3070",3070,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.03","august"
"3071",3071,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","1.89","august"
"3072",3072,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3073",3073,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.46","august"
"3074",3074,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","3.23","august"
"3075",3075,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","0.77","august"
"3076",3076,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","K _ug/mL","1.10","august"
"3077",3077,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","0.75","august"
"3078",3078,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.03","august"
"3079",3079,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.79","august"
"3080",3080,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3081",3081,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.72","august"
"3082",3082,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","6.40","august"
"3083",3083,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","1.86","august"
"3084",3084,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","K _ug/mL","1.92","august"
"3085",3085,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.52","august"
"3086",3086,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.28","august"
"3087",3087,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","1.17","august"
"3088",3088,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3089",3089,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.48","august"
"3090",3090,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","4.94","august"
"3091",3091,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","0.75","august"
"3092",3092,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","K _ug/mL","1.30","august"
"3093",3093,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.23","august"
"3094",3094,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.18","august"
"3095",3095,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.85","august"
"3096",3096,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3097",3097,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.34","august"
"3098",3098,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","2.31","august"
"3099",3099,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","0.87","august"
"3100",3100,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.37","august"
"3101",3101,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","0.54","august"
"3102",3102,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.07","august"
"3103",3103,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.59","august"
"3104",3104,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.06","august"
"3105",3105,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.44","august"
"3106",3106,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","4.01","august"
"3107",3107,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","2.05","august"
"3108",3108,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.37","august"
"3109",3109,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","0.75","august"
"3110",3110,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.20","august"
"3111",3111,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.68","august"
"3112",3112,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3113",3113,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.68","august"
"3114",3114,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","5.67","august"
"3115",3115,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","1.77","august"
"3116",3116,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.81","august"
"3117",3117,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.43","august"
"3118",3118,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","3.58","august"
"3119",3119,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.72","august"
"3120",3120,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.07","august"
"3121",3121,166,"East","Transect","T2","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.42","august"
"3122",3122,166,"East","Transect","T2","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","5.90","august"
"3123",3123,166,"East","Transect","T2","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","1.61","august"
"3124",3124,166,"East","Transect","T2","Aug-7","8-7-2021","2021-08-07","K _ug/mL","1.24","august"
"3125",3125,166,"East","Transect","T2","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","0.99","august"
"3126",3126,166,"East","Transect","T2","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.03","august"
"3127",3127,166,"East","Transect","T2","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","1.06","august"
"3128",3128,166,"East","Transect","T2","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.06","august"
"3129",3129,167,"East","Transect","T3","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.56","august"
"3130",3130,167,"East","Transect","T3","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","9.85","august"
"3131",3131,167,"East","Transect","T3","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","1.81","august"
"3132",3132,167,"East","Transect","T3","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.44","august"
"3133",3133,167,"East","Transect","T3","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.50","august"
"3134",3134,167,"East","Transect","T3","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.03","august"
"3135",3135,167,"East","Transect","T3","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","1.74","august"
"3136",3136,167,"East","Transect","T3","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.07","august"
"3137",3137,168,"East","Transect","T7","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.56","august"
"3138",3138,168,"East","Transect","T7","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","4.54","august"
"3139",3139,168,"East","Transect","T7","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","6.04","august"
"3140",3140,168,"East","Transect","T7","Aug-7","8-7-2021","2021-08-07","K _ug/mL","1.13","august"
"3141",3141,168,"East","Transect","T7","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.16","august"
"3142",3142,168,"East","Transect","T7","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.16","august"
"3143",3143,168,"East","Transect","T7","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.83","august"
"3144",3144,168,"East","Transect","T7","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.06","august"
"3145",3145,169,"East","Transect","T8","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.88","august"
"3146",3146,169,"East","Transect","T8","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","5.68","august"
"3147",3147,169,"East","Transect","T8","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","4.33","august"
"3148",3148,169,"East","Transect","T8","Aug-7","8-7-2021","2021-08-07","K _ug/mL","1.14","august"
"3149",3149,169,"East","Transect","T8","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.34","august"
"3150",3150,169,"East","Transect","T8","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.08","august"
"3151",3151,169,"East","Transect","T8","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.93","august"
"3152",3152,169,"East","Transect","T8","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.09","august"
"3153",3153,170,"East","Transect","T9","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.68","august"
"3154",3154,170,"East","Transect","T9","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","5.27","august"
"3155",3155,170,"East","Transect","T9","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","4.29","august"
"3156",3156,170,"East","Transect","T9","Aug-7","8-7-2021","2021-08-07","K _ug/mL","1.55","august"
"3157",3157,170,"East","Transect","T9","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.30","august"
"3158",3158,170,"East","Transect","T9","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.10","august"
"3159",3159,170,"East","Transect","T9","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.92","august"
"3160",3160,170,"East","Transect","T9","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.07","august"
"3161",3161,171,"East","Transect","T10","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.77","august"
"3162",3162,171,"East","Transect","T10","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","4.66","august"
"3163",3163,171,"East","Transect","T10","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","3.01","august"
"3164",3164,171,"East","Transect","T10","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.50","august"
"3165",3165,171,"East","Transect","T10","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.07","august"
"3166",3166,171,"East","Transect","T10","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.11","august"
"3167",3167,171,"East","Transect","T10","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.71","august"
"3168",3168,171,"East","Transect","T10","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.07","august"
"3169",3169,172,"East","Transect","T11","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.62","august"
"3170",3170,172,"East","Transect","T11","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","6.36","august"
"3171",3171,172,"East","Transect","T11","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","2.04","august"
"3172",3172,172,"East","Transect","T11","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.44","august"
"3173",3173,172,"East","Transect","T11","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.40","august"
"3174",3174,172,"East","Transect","T11","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.06","august"
"3175",3175,172,"East","Transect","T11","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.71","august"
"3176",3176,172,"East","Transect","T11","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.07","august"
"3177",3177,173,"East","Transect","T12","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.48","august"
"3178",3178,173,"East","Transect","T12","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","2.81","august"
"3179",3179,173,"East","Transect","T12","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","2.30","august"
"3180",3180,173,"East","Transect","T12","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.42","august"
"3181",3181,173,"East","Transect","T12","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","0.73","august"
"3182",3182,173,"East","Transect","T12","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.09","august"
"3183",3183,173,"East","Transect","T12","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.67","august"
"3184",3184,173,"East","Transect","T12","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3185",3185,174,"East","Transect","T13","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.43","august"
"3186",3186,174,"East","Transect","T13","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","4.26","august"
"3187",3187,174,"East","Transect","T13","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","3.23","august"
"3188",3188,174,"East","Transect","T13","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.79","august"
"3189",3189,174,"East","Transect","T13","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","0.89","august"
"3190",3190,174,"East","Transect","T13","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.08","august"
"3191",3191,174,"East","Transect","T13","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.86","august"
"3192",3192,174,"East","Transect","T13","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.09","august"
"3193",3193,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.08","august"
"3194",3194,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","14.38","august"
"3195",3195,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","5.16","august"
"3196",3196,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.57","august"
"3197",3197,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.93","august"
"3198",3198,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.09","august"
"3199",3199,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","1.02","august"
"3200",3200,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3201",3201,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.14","august"
"3202",3202,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","9.52","august"
"3203",3203,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","2.19","august"
"3204",3204,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.34","august"
"3205",3205,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.17","august"
"3206",3206,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.03","august"
"3207",3207,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","1.48","august"
"3208",3208,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3209",3209,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.10","august"
"3210",3210,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","10.09","august"
"3211",3211,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","2.34","august"
"3212",3212,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.51","august"
"3213",3213,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.11","august"
"3214",3214,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.06","august"
"3215",3215,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.75","august"
"3216",3216,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3217",3217,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.07","august"
"3218",3218,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","13.48","august"
"3219",3219,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","1.94","august"
"3220",3220,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.46","august"
"3221",3221,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.73","august"
"3222",3222,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.03","august"
"3223",3223,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","0.91","august"
"3224",3224,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3225",3225,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.12","august"
"3226",3226,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","8.76","august"
"3227",3227,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","2.44","august"
"3228",3228,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","K _ug/mL","0.82","august"
"3229",3229,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","Mg_ug/mL","1.14","august"
"3230",3230,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","Mn_ug/mL","0.03","august"
"3231",3231,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","Na_ug/mL","1.16","august"
"3232",3232,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","P_ug/mL","0.05","august"
"3233",3233,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","Al_ug/mL","0.07","august"
"3234",3234,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","Ca_ug/mL","7.68","august"
"3235",3235,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","Fe _ug/mL","2.30","august"
